0.6036	 12.0566
0.5713	 5.2261
0.5979	 8.1588
0.6635	 11.2969
0.8775	 8.6888
0.8487	 5.3607
1.0212	 5.4110
0.5562	 5.1566
0.7637	 8.0675
0.6560	 5.4619
1.1590	 5.0108
0.5581	 6.1936
0.9530	 5.6877
1.1420	 5.4004
0.3865	 5.1269
0.3500	 5.9117
0.6322	 5.1922
0.8205	 5.3779
0.3972	 6.2074
0.5203	 5.4588
0.4147	 6.4824
0.8142	 5.0438
1.0462	 5.6449
0.7205	 6.4196
0.8480	 6.2101
0.4454	 6.0750
0.8993	 5.5357
0.8944	 7.0929
0.4789	 15.0070
0.3819	 5.3453
0.3130	 6.9901
1.0986	 5.7912
1.2182	 5.3988
0.7285	 6.2794
0.8599	 10.5669
0.7164	 5.2168
0.4025	 8.4527
0.8383	 6.7403
0.7076	 5.7079
0.3587	 7.0652
0.5186	 9.1782
0.9012	 5.5822
0.7191	 6.5348
0.7195	 5.3039
0.9302	 6.5902
0.6225	 9.2963
0.3260	 5.7431
0.6858	 5.5567
0.4617	 6.3939
0.6602	 5.1930
0.4483	 5.7827
1.0046	 6.1521
0.9983	 6.0200
0.3582	 7.0774
0.5310	 5.1923
0.8326	 8.5091
0.9331	 6.6053
0.6221	 5.3211
1.1759	 5.4390
0.8132	 6.1295
0.5828	 7.6259
1.2524	 5.3651
1.0228	 5.5592
0.5588	 8.9830
1.1203	 7.0110
0.7193	 6.7089
0.3594	 8.7774
0.8308	 5.9797
0.5872	 5.0695
0.5144	 5.6268
0.5424	 16.2270
0.7466	 6.0135
1.1409	 5.9870
0.4582	 5.3914
0.4540	 6.3155
0.8075	 5.9872
0.3437	 5.8336
0.6471	 9.2897
1.2624	 5.9338
1.1110	 7.5660
1.1605	 5.0946
0.7285	 6.8701
0.5782	 9.2121
1.0119	 5.0352
0.5198	 6.2294
1.1863	 6.0242
0.5427	 10.1803
0.7774	 9.7283
0.6669	 5.8522
1.1660	 8.5104
0.9429	 6.3408
0.6189	 6.8287
0.9482	 5.3487
0.3507	 5.3541
0.3026	 6.5537
0.8378	 5.6504
0.7643	 8.2305
1.3028	 7.3809
0.4486	 9.9092
1.1086	 10.5297
0.4445	 12.7259
1.1395	 5.3930
0.7547	 7.0415
0.4536	 11.0689
0.7814	 5.6633
0.7559	 8.4671
1.1968	 5.0168
0.5093	 5.2066
0.9913	 7.3964
1.0223	 5.0252
0.6578	 5.2069
0.3247	 5.4260
1.2387	 9.9028
0.5995	 6.3018
1.2874	 10.6652
0.3868	 8.8650
0.8093	 5.4847
1.2363	 10.0083
0.9752	 6.1225
0.5332	 6.6488
0.7815	 7.0189
0.9038	 5.7210
0.4969	 7.6580
0.4164	 5.0437
0.9598	 6.0533
0.5941	 6.4230
0.7199	 5.1597
0.4179	 10.4247
0.7920	 5.8495
0.4297	 8.9750
1.2360	 5.4802
0.6992	 8.3009
0.7117	 5.0842
0.7603	 19.3774
0.8123	 9.6078
0.4221	 11.8614
0.8845	 5.9252
1.1137	 10.7395
0.4987	 12.6570
0.6389	 5.3629
0.5015	 7.6334
0.6674	 7.3996
0.5883	 5.9863
0.3132	 7.8008
0.5828	 5.4549
0.8813	 6.3954
1.2047	 5.3753
0.7289	 8.5310
0.9536	 6.4727
1.0032	 7.7233
0.3506	 17.7169
0.6910	 5.1217
0.7358	 6.7791
1.1808	 6.5744
0.3892	 8.6840
1.2314	 5.6070
0.5130	 6.9761
0.3870	 14.6225
0.7984	 6.6643
0.9888	 5.9078
0.7809	 5.4806
0.5013	 8.5124
0.8941	 5.2981
0.6477	 6.6227
0.6229	 5.4438
