1.0    5.91513
0.7019    8.49238
0.3    5.68731
0.849536    5.42374
0.21    4.68514
0.73356    5.68901
1.13894    5.20279
0.0    4.67214
0.0    4.74809
0.51    4.54944
0.17    4.51461
0.57    5.12484
0.33    4.7979
0.0    5.10987
0.4064    11.2232
0.0    4.66316
0.18    4.54027
0.752    8.87386
0.55    9.72371
0.68    5.11402
0.44    9.67442
0.755904    6.21322
0.704832    5.32082
0.27    5.14123
0.0    4.76836
0.38    4.77488
0.43    6.59106
0.1448    5.00161
0.75    6.40392
0.38    4.94605
0.0    4.7708
0.0    4.67761
0.55    4.65312
0.597129    7.50082
0.0    4.53592
0.869    5.65652
1.0263    6.93403
0.42    4.82621
0.35    19.3447
0.33    8.84485
0.45    4.59783
0.727176    5.17311
0.959128    4.92087
0.0    4.5743
0.39    7.55431
0.918696    6.31234
0.0    4.82161
0.773992    5.57262
0.46    4.8313
0.82    4.63487
0.617584    6.35431
0.1873    7.39001
0.33    4.91898
0.35    5.09172
0.49    5.44098
0.826128    7.52243
0.6    4.87699
0.936784    4.73812
0.721856    7.33101
0.87008    39.9114
0.719728    6.60424
0.762288    7.34807
0.0    4.52694
0.44    4.88353
0.348114    9.56902
0.6    4.51278
1.23258    5.09719
0.19    4.5852
1.19746    5.20211
0.55    4.72632
0.38    7.91308
0.47    5.30771
0.0    4.62297
0.56    4.54384
0.0    4.90385
0.0    4.50184
0.34    4.64272
0.38    11.4282
0.9304    6.86761
0.0    4.61021
0.21    5.1039
0.705    5.97034
0.0    4.9415
0.62    5.00536
0.62    6.91625
0.47    5.24998
0.21    5.87824
0.3264    10.2513
0.959128    5.95391
0.686744    6.59599
0.29    9.15068
0.51    5.04899
0.49    4.51821
0.762288    5.11827
0.0    4.51656
0.884648    4.74001
0.73    10.1204
0.27    5.02765
0.0    5.15817
0.31    4.84181
0.1168    7.36976
0.59    4.82751
0.1795    10.7599
0.0    4.77723
0.0    4.86803
0.64    4.95535
0.62    5.12366
0.745264    4.54575
0.32    7.19482
0.29    4.74432
0.0    4.55641
1.03467    7.72536
0.55    6.86928
1.29642    5.47103
1.22087    6.98168
0.55    5.75479
0.837832    5.65134
0.498492    7.38426
0.0    5.05777
0.55    5.65339
0.0    4.61708
0.0    4.84514
0.0    4.88016
0.0    4.63701
0.744    5.82669
1.322    10.4045
0.0    4.63442
0.0    4.85907
0.0    4.51358
0.655277    10.0509
0.27    6.50069
0.62    5.81598
0.1709    4.96634
0.47    6.23045
0.54    4.82082
0.0    5.04812
0.65    5.35046
0.57    4.64551
0.3432    6.46491
